word,synonyms,Kannada,English,Hindi
वज्र,सीहुण्ड वज्रद्रु स्नुक् स्नुही गुडा समन्तदुग्धा,ಮುಂಡಗಳ್ಳಿ,The milk hedge plant (Cuphorbia tirucalli),सेंहुड़
कुलिश,वज्र ह्लादिनी कुलिश भिदुर पवि शतकोटि स्वरु शम्ब दम्भोलि अशनि,ಇಂದ್ರನ ವಜ್ರಾಯುಧ,Indra's thunderbolt weapon,इन्द्र का वज्रायुध
भिदुर,वज्र ह्लादिनी कुलिश भिदुर पवि शतकोटि स्वरु शम्ब दम्भोलि अशनि,ಇಂದ್ರನ ವಜ್ರಾಯುಧ,Indra's thunderbolt weapon,इन्द्र का वज्रायुध
पवि,पवित्र मेद्य पूत,ಶುದ್ಧವಾದ,"Clean, pure",पवित्र
शतकोटि,वज्र ह्लादिनी कुलिश भिदुर पवि शतकोटि स्वरु शम्ब दम्भोलि अशनि,ಇಂದ್ರನ ವಜ್ರಾಯುಧ,Indra's thunderbolt weapon,इन्द्र का वज्रायुध
स्वरु,वज्र ह्लादिनी कुलिश भिदुर पवि शतकोटि स्वरु शम्ब दम्भोलि अशनि,ಇಂದ್ರನ ವಜ್ರಾಯುಧ,Indra's thunderbolt weapon,इन्द्र का वज्रायुध
शम्ब,कृष्णसार रुरु न्यङ्कु रङ्क शम्वर शम्बर रौहिष गोकर्ण पृषत एण ऋश्य रोहित चमर,ಸಾರಗದ ಭೇದಗಳು,Different kinds of antelopes,मृग भेद
दम्भोलि,वज्र ह्लादिनी कुलिश भिदुर पवि शतकोटि स्वरु शम्ब दम्भोलि अशनि,ಇಂದ್ರನ ವಜ್ರಾಯುಧ,Indra's thunderbolt weapon,इन्द्र का वज्रायुध
अशनि,वज्र ह्लादिनी कुलिश भिदुर पवि शतकोटि स्वरु शम्ब दम्भोलि अशनि,ಇಂದ್ರನ ವಜ್ರಾಯುಧ,Indra's thunderbolt weapon,इन्द्र का वज्रायुध
व्योमयान,व्योमयान विमान,ದೇವರಥ,Celestial chariots,देवरथ
विमान,व्योमयान विमान,ದೇವರಥ,Celestial chariots,देवरथ
नारद,नारद,ನಾರದ ದೇವ ಋಷಿ,Narada celetsial rishi,नारद देव ऋषि
सुधर्मा,सुधर्मा देवसभा,ದೇವತೆಗಳ ಸಭೆ,Celestial assemblies,देवता सभा
देवसभा,सुधर्मा देवसभा,ದೇವತೆಗಳ ಸಭೆ,Celestial assemblies,देवता सभा
अमृत,अभया अव्यथा पथ्या कायस्था पूतना अमृता हरीतकी हैमवती रेचकी श्रेयसी शिवा,ಅಳಲೆ ಗಿಡ,The plant Terminalia citrina,हरीतकी
सुधा,जीव असुधारण,None,None,None
मन्दाकिनी,मन्दाकिनी वियद्गङ्गा स्वर्णदी सुरदीर्घिका,ಆಕಾಶ ಗಂಗೆ,The celestial Ganges,देवगंगा
वियद्गङ्गा,मन्दाकिनी वियद्गङ्गा स्वर्णदी सुरदीर्घिका,ಆಕಾಶ ಗಂಗೆ,The celestial Ganges,देवगंगा
स्वर्णदी,मन्दाकिनी वियद्गङ्गा स्वर्णदी सुरदीर्घिका,ಆಕಾಶ ಗಂಗೆ,The celestial Ganges,देवगंगा
सुरदीर्घिका,मन्दाकिनी वियद्गङ्गा स्वर्णदी सुरदीर्घिका,ಆಕಾಶ ಗಂಗೆ,The celestial Ganges,देवगंगा
मेरु,मेरु सुमेरु हेमाद्रि रत्नसानु सुरालय,ಮೇರುಪರ್ವತ,Mount Meru,मिनोति प्रक्षपतीति
सुमेरु,मेरु सुमेरु हेमाद्रि रत्नसानु सुरालय,ಮೇರುಪರ್ವತ,Mount Meru,मिनोति प्रक्षपतीति
हेमाद्रि,मेरु सुमेरु हेमाद्रि रत्नसानु सुरालय,ಮೇರುಪರ್ವತ,Mount Meru,मिनोति प्रक्षपतीति
रत्नसानु,मेरु सुमेरु हेमाद्रि रत्नसानु सुरालय,ಮೇರುಪರ್ವತ,Mount Meru,मिनोति प्रक्षपतीति
सुरालय,मेरु सुमेरु हेमाद्रि रत्नसानु सुरालय,ಮೇರುಪರ್ವತ,Mount Meru,मिनोति प्रक्षपतीति
मन्दार,अर्काह्व वसुक आस्फोट गणरूप विकीरण मन्दार अर्कपर्ण,ಎಕ್ಕದ ಗಿಡ,The plant Asclepias gigantea,आक (मदार)
पारिजातक,पारिजातक पारिभद्र निम्बतरु मन्दार,ಪಾರಿಜಾತ,The coral tree (Jatropha multifida),बकायन
सन्तान,सन्तति गोत्र जनन कुल अभिजन अन्वय वंश अन्ववाय सन्तान,"ಕುಲ, ಮನೆತನ","Race, line, stock, tribe, extraction",वंश (कुल)
कल्पवृक्ष,कल्पवृक्ष,"ಕಲ್ಪವೃಕ್ಷ , ದೇವತಾ ಕಲ್ಪವೃಕ್ಷ",one of the celestial trees of devaloka,कल्पवृक्ष
हरिचन्दन,तैलपर्णिक गोशीर्ष हरिचन्दन,ಅರಿಸಿನದ ಬಣ್ಣವುಳ್ಳ ಚಂದನ,Yellow sandal,"क्रमशः सफेद्ध चन्दन, कमल के समान गन्धवाले चन्दन, कपिल या पीले वर्ण वाले चन्दन"
सनत्कुमार,सनत्कुमार,ಬ್ರಹ್ಮಪುತ್ರನಾದ ಸನತ್ಕುಮಾರ,Brahma's son Sanathkumara,सनत्कुमार
वैधात्र,वैधात्र,ಬ್ರಹ್ಮನ ಮಗ,Brahma's son,ब्रह्म का पुत्र
स्वर्वैद्य,स्वर्वैद्य,None,None,None
अश्विनीसुत,अश्विनीसुत,ದೇವವೈದ್ಯರಾದ ಅಶ್ವಿನಿ ದೇವತೆಗಳು,"Ashvinis, the two celestial physicians",अश्विनिसुत
नासत्य,नासत्य,ದೇವವೈದ್ಯರಾದ ದೇವತೆಗಳು,The celestial physicians,नासत्यौ
अश्विन्,अश्विन्,ದೇವವೈದ್ಯರಾದ ದೇವತೆಗಳು,celestial physicians,अश्विनेयौ
स्वर्वेश्या,अप्सरस् स्वर्वेश्या,ಅಪ್ಸರಸ್ಸು ದೇವವೇಶ್ಯೆ.,"Apsaras, celestial courtesans",अप्सरसु
ऊर्वशी,ऊर्वशी,ಊರ್ವಶೀ. ದೇವವೇಶ್ಯೆ.," Urvashi, one of the celestial courtesans",ऊर्वशी
हाहा,हाहा,ಹಾಹಾ. ದೇವಗಾಯಕರು,Haha. Gandharvas (celestial musicians),हाहा
हूहू,हूहू,ಹೂ ಹೂ. ದೇವಗಾಯಕರು,Hoo hoo . Gandharvas ( celestial musicians),हू हू गन्धर्व
अग्नि,लाङ्गलिकी अग्निशिखा,ಕೋಳಿ ಕುಟುಗನಗಿಡ,The plant Gloriosa superba,करिहारी
वैश्वानर,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
वह्नि,पाठिन् चित्रक वह्निसंज्ञक,ಚಿತ್ರಮೂಲದ ಗಿಡ,The Ceylon leadwort (Plumbago zeylanics),चीता
वीतिहोत्र,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
धनञ्जय,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
कृपीटयोनि,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
ज्वलन,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
जातवेदस्,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
तनूनपात्,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
बर्हिस्,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
शुष्मन्,द्रविण तरस् सह बल शौर्य स्थाम शुष्मन् शक्ति पराक्रम प्राण,None,None,None
कृष्णवर्त्मन्,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
शोचिष्केश,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
उषर्बुध,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
आश्रयाश,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
बृहद्भानु,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
कृशानु,शिव शम्भु ईश पशुपति शूलिन् महेश्वर ईश्वर शर्व ईशान शङ्कर चन्द्रशेखर भूतेश खण्डपरशु गिरीश गिरिश मृड मृत्युञ्जय कृत्तिवासस् पिनाकिन् प्रमथाधिप उग्र कपर्दिन् श्रीकण्ठ शितिकण्ठ कपालभृत् वामदेव महादेव विरूपाक्ष त्रिलोचन कृशानुरेतस् सर्वज्ञ धूर्जटि नीलल,b'',b'',b''
पावक,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
अनल,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
रोहिताश्व,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
वायुसख,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
शिखावत्,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
आशुशुक्षणि,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
हिरण्यरेतस्,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
दहन,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
हव्यवाहन,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
सप्तार्चिष्,अग्नि वैश्वानर वह्नि वीतिहोत्र धनञ्जय कृपीटयोनि ज्वलन जातवेदस् तनूनपात् बर्हिस् शुष्मन् कृष्णवर्त्मन् शोचिष्केश उषर्बुध आश्रयाश बृहद्भानु कृशानु पावक अनल रोहिताश्व वायुसख शिखावत् आशुशुक्षणि हिरण्यरेतस् हुतभुक् दहन हव्यवाहन सप्तार्चिष् द,ಅಗ್ನಿ,Agni,अग्निहोत्र
शुक्र,शुक्र तेजस् रेतस् बीज वीर्य इन्द्रिय,ರೇತಸ್ಸು,Semen,मनुष्य के शरीर में स्थित स्निग्ध तथा सफेद वर्ण की धातु (वीर्य)
चित्रभानु,सूर्य सूर आर्यमन् आदित्य द्वादशात्मन् दिवाकर भास्कर अहस्कर ब्रध्न प्रभाकर विभाकर भास्वत् विवस्वत् सप्ताश्व हरिदश्व उष्णरिश्म विकर्तन् अर्क मार्तण्ड मिहिर अरुण पूषन् द्युमणि तरणि मित्र चित्रभानु विरोचन विभावसु ग्रहपति त्विषाम्पति अहर्पति भानु,ಸೂರ್ಯ,Surya (the sun),सूर्य
विभावसु,सूर्य सूर आर्यमन् आदित्य द्वादशात्मन् दिवाकर भास्कर अहस्कर ब्रध्न प्रभाकर विभाकर भास्वत् विवस्वत् सप्ताश्व हरिदश्व उष्णरिश्म विकर्तन् अर्क मार्तण्ड मिहिर अरुण पूषन् द्युमणि तरणि मित्र चित्रभानु विरोचन विभावसु ग्रहपति त्विषाम्पति अहर्पति भानु,ಸೂರ್ಯ,Surya (the sun),सूर्य
शुचि,शृङ्गार शुचि उज्वल,ಶೃಂಗಾರರಸ,Love,शृंगार रस
और्व,बडबानल और्व बाडब,ಬಡಬಾಗ್ನಿ,Submarine fire,बडबाग्नि
ज्वाल,अग्निज्वाला सुभिक्षा घातकी धातुपुष्पिका,"ಅರೆಹೂವು, ಮರಾಟಿಮೊಗ್ಗು",The plant Bauhenia spicata,धवा
कील,बद्ध कीलित संयत,ಕಟ್ಟಲ್ಪಟ್ಟವನು,"Bound, tied",रस्सी से बाँधे हुए
हेति,शाक्तीक शक्तिहेतिक,ಶಕ್ತಿಯೇ ಆಯುಧವಾಗುಳ್ಳವನು,Spearman,शक्ति नामक शस्त्र धारण करने वाले
शिखा,मयूर बहिर्ण बहिर्न् नीलकण्ठ भुजङ्गभुज् शिखावल शिखिन् केकिन् मेघनादानुलासिन्,ನವಿಲು,Peacock,मयूर
स्फुलिङ्ग,अग्निकण स्फुलिङ्ग,ಕಿಡಿಗಳು,Sparks,आग की लहर
अग्निकण,अग्निकण स्फुलिङ्ग,ಕಿಡಿಗಳು,Sparks,आग की लहर
सन्ताप,स्पर्श स्प्रष्टृ उपतप्तृ सन्तप्त सन्ताप,None,None,None
संज्वर,सन्ताप संज्वर,ಬಿಸಿ,Heat,आग की लहर
उल्का,उल्का निर्गतज्वाला,ಕೊಳ್ಳಿ,A torch,चिनगारी
पितृपति,पितृपति,ಅಷ್ಟದಿಕ್ಪಾಲಕರಲ್ಲಿ ಒಬ್ಬ,one of the eight regents of the cardinal points,पितृपति
समवर्तिन्,यम धर्मराज पितृपति समवर्तिन् परेतराज् कृतान्त यमुनाभ्रातृ शमन यमराज् काल दण्डधर श्राद्धदेव वैवस्वत अन्तक,ಯಮಧರ್ಮರಾಯ,Yama (pluto),यमराज
परेतराज्,यम धर्मराज पितृपति समवर्तिन् परेतराज् कृतान्त यमुनाभ्रातृ शमन यमराज् काल दण्डधर श्राद्धदेव वैवस्वत अन्तक,ಯಮಧರ್ಮರಾಯ,Yama (pluto),यमराज
कृतान्त,यम धर्मराज पितृपति समवर्तिन् परेतराज् कृतान्त यमुनाभ्रातृ शमन यमराज् काल दण्डधर श्राद्धदेव वैवस्वत अन्तक,ಯಮಧರ್ಮರಾಯ,Yama (pluto),यमराज
यमुनाभ्रातृ,यम धर्मराज पितृपति समवर्तिन् परेतराज् कृतान्त यमुनाभ्रातृ शमन यमराज् काल दण्डधर श्राद्धदेव वैवस्वत अन्तक,ಯಮಧರ್ಮರಾಯ,Yama (pluto),यमराज
शमन,शान्त शमित शमन,None,None,None
यमराज,यम धर्मराज पितृपति समवर्तिन् परेतराज् कृतान्त यमुनाभ्रातृ शमन यमराज् काल दण्डधर श्राद्धदेव वैवस्वत अन्तक,ಯಮಧರ್ಮರಾಯ,Yama (pluto),यमराज
यम,संवित् आगू प्रतिज्ञान नियम आश्रव संश्रव अङ्गीकार अभ्युपगम प्रतिश्रव समाधि,ಅಂಗೀಕಾರ,Consent,स्वीकार
काल,काल दिष्ट अनेहस् समय,ಸಾಧಾರಣವಾಗಿ ಕಾಲ,Time,सामान्य काल
दण्डधर,यम धर्मराज पितृपति समवर्तिन् परेतराज् कृतान्त यमुनाभ्रातृ शमन यमराज् काल दण्डधर श्राद्धदेव वैवस्वत अन्तक,ಯಮಧರ್ಮರಾಯ,Yama (pluto),यमराज
श्राद्धदेव,यम धर्मराज पितृपति समवर्तिन् परेतराज् कृतान्त यमुनाभ्रातृ शमन यमराज् काल दण्डधर श्राद्धदेव वैवस्वत अन्तक,ಯಮಧರ್ಮರಾಯ,Yama (pluto),यमराज
वैवस्वत,यम धर्मराज पितृपति समवर्तिन् परेतराज् कृतान्त यमुनाभ्रातृ शमन यमराज् काल दण्डधर श्राद्धदेव वैवस्वत अन्तक,ಯಮಧರ್ಮರಾಯ,Yama (pluto),यमराज
अन्तक,यम धर्मराज पितृपति समवर्तिन् परेतराज् कृतान्त यमुनाभ्रातृ शमन यमराज् काल दण्डधर श्राद्धदेव वैवस्वत अन्तक,ಯಮಧರ್ಮರಾಯ,Yama (pluto),यमराज
राक्षस,राक्षसी चण्डा धनहरी क्षेम दुष्पत्र गणहासक,"ಕರಿಯ ಕಚೋರ, ಬಲರಾಕ್ಷಸಿ",The plant Pavonia adorata,चोरानामक गन्धद्रव्य
कौणप,राक्षस कौणप क्रव्याद् क्रव्याद अस्रप आशर रात्रिंचर रात्रिचर कर्बुर निकषात्मज यातुधान पुण्यजन नैऋत यातु रक्षस्,ನೈಋತಿ,Nairiti,नैऋति
क्रव्याद्,राक्षस कौणप क्रव्याद् क्रव्याद अस्रप आशर रात्रिंचर रात्रिचर कर्बुर निकषात्मज यातुधान पुण्यजन नैऋत यातु रक्षस्,ನೈಋತಿ,Nairiti,नैऋति
क्रव्याद,राक्षस कौणप क्रव्याद् क्रव्याद अस्रप आशर रात्रिंचर रात्रिचर कर्बुर निकषात्मज यातुधान पुण्यजन नैऋत यातु रक्षस्,ನೈಋತಿ,Nairiti,नैऋति
अस्रप,राक्षस कौणप क्रव्याद् क्रव्याद अस्रप आशर रात्रिंचर रात्रिचर कर्बुर निकषात्मज यातुधान पुण्यजन नैऋत यातु रक्षस्,ನೈಋತಿ,Nairiti,नैऋति
आशर,राक्षस कौणप क्रव्याद् क्रव्याद अस्रप आशर रात्रिंचर रात्रिचर कर्बुर निकषात्मज यातुधान पुण्यजन नैऋत यातु रक्षस्,ನೈಋತಿ,Nairiti,नैऋति
रात्रिंचर,राक्षस कौणप क्रव्याद् क्रव्याद अस्रप आशर रात्रिंचर रात्रिचर कर्बुर निकषात्मज यातुधान पुण्यजन नैऋत यातु रक्षस्,ನೈಋತಿ,Nairiti,नैऋति
रात्रिचर,राक्षस कौणप क्रव्याद् क्रव्याद अस्रप आशर रात्रिंचर रात्रिचर कर्बुर निकषात्मज यातुधान पुण्यजन नैऋत यातु रक्षस्,ನೈಋತಿ,Nairiti,नैऋति
कर्बुर,कनक हाटक तपनीय शातकुम्भ गाङ्गेय भर्म कर्बुर चामीकर जातरुष महारजत काञ्चन रुक्म कार्तस्वर जाम्बूनद अष्टापद,ಚಿನ್ನ,Gold,b''
निकषात्मज,राक्षस कौणप क्रव्याद् क्रव्याद अस्रप आशर रात्रिंचर रात्रिचर कर्बुर निकषात्मज यातुधान पुण्यजन नैऋत यातु रक्षस्,ನೈಋತಿ,Nairiti,नैऋति
यातुधान,राक्षस कौणप क्रव्याद् क्रव्याद अस्रप आशर रात्रिंचर रात्रिचर कर्बुर निकषात्मज यातुधान पुण्यजन नैऋत यातु रक्षस्,ನೈಋತಿ,Nairiti,नैऋति
पुण्यजन,कुबेर त्र्यम्बकसख यक्षराज् गुह्यकेश्वर मनुष्यधर्मन् धनद राजराज धनाधिप किन्नरेश वैश्रवण पौलस्त्य नरवाहन यक्ष एकपिङ्ग ऐलविल श्रीद पुण्यजनेश्वर,ಕುಬೇರ,Kubera,कुबेर
यातु,राक्षस कौणप क्रव्याद् क्रव्याद अस्रप आशर रात्रिंचर रात्रिचर कर्बुर निकषात्मज यातुधान पुण्यजन नैऋत यातु रक्षस्,ನೈಋತಿ,Nairiti,नैऋति
प्रचेतस्,वरुण प्रचेतस् पाशिन् यादसाम्पति अप्पति,ವರುಣ,Varuna (Neptune),वरुण
वरुण,सुरा हलिप्रिया हाला परिस्रुत् वरुणात्मजा गन्धोत्तमा प्रसन्ना इरा कादम्बरी परिस्रुता मदिरा कश्य मद्य,ಹೆಂಡ,"Spirituous liquor, wine",मदिरा
पाशिन्,वरुण प्रचेतस् पाशिन् यादसाम्पति अप्पति,ವರುಣ,Varuna (Neptune),वरुण
अप्पति,वरुण प्रचेतस् पाशिन् यादसाम्पति अप्पति,ವರುಣ,Varuna (Neptune),वरुण
श्वसन,पिण्डीतक मरूवक श्वसन करहाटक शल्य मदन,ಮಂಗಾರೆ ಗಿಡ,A thorny shrub (Vangueria spinosa),मयनफल
स्पर्शन,स्पर्शन स्पृष्टि पृक्त,None,None,None
वायु,वायु श्वसन स्पर्शन मातरिश्वन् सदागति पृषदश्व गन्धवह गन्धवाह अनिल आशुग समीर मारुत मरुत् जगत्प्राण समीरण नभस्वत् वात पवन पवमान प्रभञ्जन प्रकम्पन अतिबल,ವಾಯು,Vayu (wind),वायु
